observationUnitName	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	GY_Adj_tha	KW	MFLW_D20deg	GN
3026water_regimewatered	gnpis.lot:'3026'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pFUUZCVQ==	UH250_H	UH250_H	2011	NA in endpoint	2114.7874118169			
3016water_regimerainfed	gnpis.lot:'3016'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RQTU1PSQ==	F1890_H	F1890_H	2011	NA in endpoint				333.7889088691
3016water_regimerainfed	gnpis.lot:'3016'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RQTU1PSQ==	F1890_H	F1890_H	2011	NA in endpoint		67.0116798645		
3016water_regimerainfed	gnpis.lot:'3016'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RQTU1PSQ==	F1890_H	F1890_H	2011	NA in endpoint			69.7117433671	
3016water_regimerainfed	gnpis.lot:'3016'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RQTU1PSQ==	F1890_H	F1890_H	2011	NA in endpoint	1720.8414390475			
3009water_regimewatered	gnpis.lot:'3009'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01OMU1EQQ==	B84_H	B84_H	2011	NA in endpoint				330.1077690214
3009water_regimewatered	gnpis.lot:'3009'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01OMU1EQQ==	B84_H	B84_H	2011	NA in endpoint		70.1094142745		
3009water_regimewatered	gnpis.lot:'3009'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01OMU1EQQ==	B84_H	B84_H	2011	NA in endpoint			72.3215911514	
3009water_regimewatered	gnpis.lot:'3009'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01OMU1EQQ==	B84_H	B84_H	2011	NA in endpoint	2297.4136598356			
3006water_regimewatered	gnpis.lot:'3006'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZMRTFSQQ==	EZ47_H	EZ47_H	2011	NA in endpoint				318.5582262898
3006water_regimewatered	gnpis.lot:'3006'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZMRTFSQQ==	EZ47_H	EZ47_H	2011	NA in endpoint		66.2999551863		
3006water_regimewatered	gnpis.lot:'3006'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZMRTFSQQ==	EZ47_H	EZ47_H	2011	NA in endpoint			68.5678102982	
3006water_regimewatered	gnpis.lot:'3006'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZMRTFSQQ==	EZ47_H	EZ47_H	2011	NA in endpoint	2523.4573692277			
3030water_regimerainfed	gnpis.lot:'3030'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xGSzE5Qw==	B89_H	B89_H	2011	NA in endpoint				310.5880970634
3030water_regimerainfed	gnpis.lot:'3030'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xGSzE5Qw==	B89_H	B89_H	2011	NA in endpoint		65.5465898865		
3030water_regimerainfed	gnpis.lot:'3030'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xGSzE5Qw==	B89_H	B89_H	2011	NA in endpoint			70.0515543886	
3030water_regimerainfed	gnpis.lot:'3030'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xGSzE5Qw==	B89_H	B89_H	2011	NA in endpoint	1768.8943557071			
3032water_regimerainfed	gnpis.lot:'3032'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1lLMDhBTg==	UH_P089_H	UH_P089_H	2011	NA in endpoint				334.7508087512
3032water_regimerainfed	gnpis.lot:'3032'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1lLMDhBTg==	UH_P089_H	UH_P089_H	2011	NA in endpoint		66.5791522328		
3032water_regimerainfed	gnpis.lot:'3032'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1lLMDhBTg==	UH_P089_H	UH_P089_H	2011	NA in endpoint			69.516572461	
3032water_regimerainfed	gnpis.lot:'3032'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1lLMDhBTg==	UH_P089_H	UH_P089_H	2011	NA in endpoint	1712.8174897068			
3026water_regimerainfed	gnpis.lot:'3026'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pFUUZCVQ==	UH250_H	UH250_H	2011	NA in endpoint				298.6022793388
3026water_regimerainfed	gnpis.lot:'3026'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pFUUZCVQ==	UH250_H	UH250_H	2011	NA in endpoint		65.3515395368		
3026water_regimerainfed	gnpis.lot:'3026'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pFUUZCVQ==	UH250_H	UH250_H	2011	NA in endpoint			68.605120798	
3026water_regimerainfed	gnpis.lot:'3026'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pFUUZCVQ==	UH250_H	UH250_H	2011	NA in endpoint	1852.4364331251			
3023water_regimerainfed	gnpis.lot:'3023'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0tVWlFRQg==	Pa405_H	Pa405_H	2011	NA in endpoint				275.5616653823
